Id,MSSubClass,MSZoning,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,TotalBsmtSF,HeatingQC,FullBath,HalfBath,BedroomAbvGr,GrLivArea,Fireplaces,GarageType,GarageCars,GarageArea,PoolArea,SalePrice
310,45,RH,7323,Reg,CollgCr,1Fam,1Story,3,7,1962,1984,Gable,VinylSd,200.0,884.0,Ex,2,0,1,2555,0,CarPort,1,220.0,0,259972
311,70,RL,7267,Reg,Gilbert,Twnhs,2Story,4,3,1948,1952,Gable,VinylSd,0.0,844.0,Ex,0,0,1,2014,1,Attchd,2,361.0,0,258868
312,40,RL,14036,Reg,Somerst,1Fam,2Story,3,9,1963,1990,Gable,BrkFace,200.0,1084.0,Ex,1,0,3,1162,0,Detchd,2,391.0,0,170510
313,160,RH,12242,IR1,NWAmes,1Fam,2Story,8,5,1931,1943,Hip,MetalSd,0.0,1164.0,Ex,3,0,5,2583,2,Detchd,1,140.0,0,317452
314,160,RL,12170,Reg,SawyerW,1Fam,2.5Unf,10,8,1906,1924,Gable,HdBoard,500.0,513.0,TA,0,1,2,1118,0,Attchd,1,301.0,0,225445
315,20,RM,15564,IR1,Edwards,1Fam,1Story,1,5,1920,1947,Gable,HdBoard,100.0,1010.0,Ex,0,1,5,1692,1,Attchd,3,763.0,0,173167
316,190,RL,8188,Reg,NridgHt,1Fam,1Story,2,1,1919,1946,Hip,BrkFace,0.0,897.0,Gd,2,0,2,1670,0,Detchd,3,560.0,0,179061
317,150,RL,11395,IR1,Sawyer,1Fam,2Story,7,9,1925,1948,Hip,HdBoard,0.0,654.0,Ex,3,0,4,2938,1,Detchd,1,208.0,0,279079
318,75,RL,6938,Reg,Gilbert,1Fam,2Story,4,7,1967,1976,Gable,Wd Sdng,0.0,0.0,Ex,2,0,2,1671,0,Attchd,1,194.0,0,182255
319,75,RM,9528,Reg,OldTown,1Fam,1.5Fin,8,4,2009,2010,Gable,HdBoard,200.0,563.0,Ex,0,1,1,1670,0,Attchd,1,281.0,0,247294
320,60,RL,7592,IR1,Somerst,1Fam,1.5Fin,3,7,1985,2009,Gable,HdBoard,100.0,490.0,TA,1,0,0,1201,0,Attchd,1,163.0,0,165873
321,70,RL,8505,Reg,NAmes,1Fam,2Story,6,5,1914,1934,Hip,VinylSd,0.0,922.0,Ex,3,1,0,1492,0,Detchd,2,449.0,0,211621
322,180,RM,10911,IR1,Sawyer,1Fam,1Story,9,9,2003,2010,Gable,VinylSd,100.0,1287.0,Gd,0,1,0,1414,1,Attchd,3,646.0,0,294797
323,85,RL,5382,Reg,CollgCr,1Fam,1Story,1,2,1984,2005,Gable,VinylSd,0.0,781.0,Gd,0,1,0,1437,1,BuiltIn,1,253.0,0,194181
324,90,RL,23067,IR1,SawyerW,TwnhsE,1Story,1,4,1978,1998,Gable,MetalSd,0.0,611.0,Ex,1,1,5,1811,0,None,1,215.0,0,176942
325,30,RL,4900,IR1,NridgHt,1Fam,1Story,8,6,1985,2010,Gable,MetalSd,0.0,650.0,TA,0,1,5,871,2,Detchd,2,299.0,0,258788
326,50,RL,4415,IR3,NWAmes,1Fam,1Story,3,5,1991,2002,Gable,Wd Sdng,0.0,1118.0,Ex,0,0,2,1149,0,Detchd,0,0.0,0,178140
327,120,RL,14458,Reg,NAmes,1Fam,1Story,5,1,1913,1923,Gable,BrkFace,0.0,1749.0,Ex,3,0,5,1748,2,Attchd,1,181.0,0,256238
328,70,RM,12038,Reg,Edwards,1Fam,2Story,1,9,1926,1948,Gable,VinylSd,0.0,1221.0,Ex,3,0,2,1875,0,Attchd,2,446.0,0,175247
329,180,FV,11070,IR3,NridgHt,1Fam,1Story,5,9,2004,2010,Gable,HdBoard,0.0,1510.0,Ex,3,0,4,1685,2,Attchd,2,554.0,0,266379
330,80,RL,11094,IR1,NWAmes,1Fam,1Story,6,3,1939,1955,Gable,Wd Sdng,300.0,590.0,Ex,2,2,2,1786,0,Attchd,0,0.0,0,213938
331,20,RL,8053,Reg,CollgCr,1Fam,1Story,8,4,1957,1974,Gable,VinylSd,0.0,871.0,Gd,1,0,0,1599,1,Attchd,3,563.0,0,288536
332,180,RL,5173,Reg,CollgCr,1Fam,1Story,3,4,1927,1933,Gable,Wd Sdng,0.0,1349.0,Ex,3,1,3,1798,0,Detchd,3,593.0,0,211990
333,40,FV,8416,Reg,Gilbert,1Fam,2Story,3,8,1925,1948,Gambrel,BrkFace,0.0,513.0,Gd,2,0,3,2059,1,Attchd,3,614.0,0,197658
334,60,RL,5775,IR3,OldTown,1Fam,1Story,10,6,1962,1981,Gable,VinylSd,0.0,689.0,Ex,2,0,1,2055,1,Detchd,1,249.0,0,309779
335,160,RH,13194,Reg,Edwards,1Fam,1Story,9,2,1965,1970,Gable,Wd Sdng,0.0,1308.0,Fa,1,1,1,1470,0,Attchd,3,639.0,0,284569
336,70,C (all),7528,Reg,OldTown,1Fam,1Story,4,4,1924,1934,Mansard,VinylSd,0.0,,Ex,1,0,2,2379,3,Attchd,1,236.0,0,253094
337,60,RL,5362,IR1,NAmes,1Fam,1Story,4,1,1902,1913,Gable,VinylSd,100.0,610.0,Gd,0,0,3,1895,2,Attchd,1,194.0,0,203239
338,20,RL,6900,IR2,Gilbert,1Fam,1Story,7,3,1971,1996,Hip,Wd Sdng,100.0,467.0,Gd,2,0,0,2616,2,None,2,458.0,0,299108
339,45,RL,9961,IR1,CollgCr,1Fam,2Story,2,4,1943,1958,Gable,BrkFace,0.0,1532.0,Ex,3,1,5,2779,2,Detchd,3,753.0,0,305023
340,60,RL,6112,Reg,CollgCr,Twnhs,1Story,8,8,1996,2010,Gable,HdBoard,0.0,394.0,Ex,1,0,0,1172,1,Attchd,3,572.0,0,247339
341,75,RL,5371,Reg,NridgHt,1Fam,2Story,6,3,1941,1963,Gable,MetalSd,0.0,1156.0,Ex,2,0,0,1397,2,Attchd,3,753.0,0,256762
342,85,RL,9153,IR2,Somerst,1Fam,2Story,3,5,1998,2010,Hip,BrkFace,0.0,725.0,Ex,3,0,2,2307,1,BuiltIn,1,222.0,0,235343
343,180,RL,9158,IR1,Sawyer,1Fam,2Story,9,1,1905,1923,Hip,VinylSd,100.0,1364.0,Ex,2,1,2,1097,0,Attchd,1,261.0,0,251418
344,160,RL,6288,IR1,CollgCr,1Fam,2Story,5,4,1938,1948,Gable,HdBoard,200.0,591.0,Gd,1,1,4,2768,1,Attchd,3,635.0,0,292126
345,190,RL,6402,IR1,SawyerW,TwnhsE,1Story,8,2,1951,1966,Gable,MetalSd,100.0,2555.0,Ex,0,0,0,1630,2,Attchd,1,235.0,0,275107
346,45,RL,9099,Reg,Sawyer,1Fam,SFoyer,7,4,1922,1944,Gable,BrkFace,0.0,1054.0,Gd,2,0,0,2148,1,Attchd,1,218.0,0,275709
347,70,RL,3928,IR1,NridgHt,1Fam,2Story,8,5,1988,2010,Gable,HdBoard,,1126.0,Ex,3,1,2,1746,0,Attchd,0,0.0,0,259615
348,190,RM,4008,Reg,SawyerW,1Fam,1.5Fin,7,3,1949,1975,Gable,BrkFace,0.0,659.0,TA,1,0,2,1190,0,Attchd,0,0.0,0,195165
349,90,RL,5657,Reg,Sawyer,1Fam,2Story,3,6,1942,1953,Gable,VinylSd,0.0,851.0,Ex,0,0,4,2481,1,Detchd,3,724.0,0,275195
350,40,RL,7282,IR1,OldTown,1Fam,1Story,2,2,1918,1944,Gable,HdBoard,0.0,860.0,Ex,3,0,4,4126,2,Attchd,3,510.0,0,332558
351,75,RL,9465,Reg,Sawyer,1Fam,1Story,7,5,1968,1975,Gable,HdBoard,100.0,1841.0,Ex,3,1,1,1549,0,Detchd,0,0.0,0,278305
352,20,RL,16944,Reg,Gilbert,1Fam,2.5Unf,3,4,1950,1952,Gable,HdBoard,200.0,1053.0,Ex,3,0,3,1641,0,Attchd,1,145.0,0,191963
353,45,RL,12441,Reg,CollgCr,1Fam,2Story,3,5,1910,1911,Gable,Wd Sdng,0.0,1116.0,Gd,2,0,0,816,0,Attchd,1,192.0,0,129460
354,75,RL,7480,Reg,Gilbert,1Fam,1Story,2,9,1911,1938,Gable,VinylSd,0.0,1111.0,Gd,1,1,0,2712,1,Attchd,2,432.0,0,219315
355,85,RH,8026,IR1,Somerst,1Fam,2Story,4,6,1973,1978,Hip,VinylSd,100.0,1154.0,Gd,3,1,4,2376,0,Detchd,3,709.0,0,264021
356,45,RL,4908,IR1,OldTown,Twnhs,1Story,8,7,1907,1922,Gable,VinylSd,400.0,515.0,Gd,2,0,4,1074,1,Attchd,3,849.0,0,224171
357,30,RL,8028,Reg,NAmes,1Fam,2.5Unf,1,8,1923,1942,Gable,BrkFace,0.0,2037.0,Fa,1,0,1,973,2,Attchd,3,437.0,0,195814
358,30,RM,7014,Reg,NridgHt,Twnhs,1Story,1,9,1991,2010,Gable,BrkFace,200.0,632.0,Ex,1,1,3,1007,1,Attchd,2,399.0,0,144536
359,45,RL,9521,Reg,CollgCr,1Fam,1Story,5,5,1940,1968,Hip,VinylSd,0.0,884.0,Ex,2,2,1,2194,0,Detchd,2,269.0,0,267160
360,180,RL,5358,Reg,NAmes,1Fam,1Story,5,8,1935,1949,Gable,BrkFace,,1656.0,Ex,2,1,3,2260,2,Attchd,1,221.0,0,260815
361,150,FV,10505,IR1,NAmes,1Fam,1.5Fin,1,2,2000,2010,Gable,VinylSd,0.0,1946.0,Ex,3,0,5,1370,1,Attchd,0,0.0,0,179412
362,45,RL,17437,Reg,NridgHt,1Fam,1Story,6,9,1984,1985,Hip,MetalSd,0.0,1239.0,Gd,1,0,0,2100,0,Attchd,0,0.0,0,277579
363,190,RL,7674,IR1,NAmes,1Fam,2Story,1,2,1971,1990,Gable,VinylSd,100.0,733.0,Ex,0,1,1,1896,1,Detchd,0,0.0,0,171978
364,180,RL,9905,Reg,NWAmes,1Fam,1.5Fin,5,5,1954,1971,Gable,BrkFace,300.0,944.0,Gd,2,1,4,1619,1,Attchd,1,261.0,0,240773
365,30,RM,11442,Reg,Gilbert,1Fam,2Story,9,6,1908,1921,Gable,HdBoard,0.0,959.0,Ex,1,0,1,2418,1,Detchd,0,0.0,0,279970
366,70,RH,6630,Reg,Edwards,1Fam,2Story,5,4,1946,1963,Hip,MetalSd,0.0,973.0,TA,1,0,5,1259,2,Detchd,2,405.0,0,205678
367,180,RM,9063,Reg,Edwards,1Fam,2Story,6,8,1914,1915,Gable,HdBoard,0.0,548.0,Po,3,1,1,2551,0,Detchd,2,327.0,0,269912
368,60,RL,8154,IR1,Somerst,TwnhsE,1Story,8,3,1947,1947,Gable,VinylSd,0.0,1486.0,Ex,0,0,0,1453,0,Attchd,3,693.0,0,259700
369,190,FV,8508,Reg,CollgCr,1Fam,1Story,1,5,2009,2010,Gable,MetalSd,200.0,947.0,TA,3,0,5,3085,0,Attchd,0,0.0,0,250933
370,90,FV,5505,Reg,Somerst,1Fam,2Story,2,2,2003,2004,Gable,MetalSd,0.0,672.0,TA,0,0,4,1337,1,Detchd,2,543.0,0,197876
371,40,RH,8202,IR2,CollgCr,1Fam,1Story,9,3,1981,1989,Hip,VinylSd,200.0,735.0,Po,0,0,4,1627,1,Attchd,3,640.0,0,286970
372,75,RM,10394,IR1,Edwards,1Fam,1Story,3,8,1941,1949,Gable,BrkFace,0.0,1000.0,Ex,2,0,2,1840,0,Attchd,0,0.0,0,183061
373,75,RL,16740,Reg,SawyerW,1Fam,2.5Unf,6,5,1959,1974,Gable,HdBoard,500.0,512.0,TA,1,1,5,1836,0,Attchd,0,0.0,0,202371
374,20,RL,13090,IR3,Somerst,1Fam,1Story,5,3,1983,1993,Hip,VinylSd,0.0,1275.0,Ex,1,0,2,2094,2,BuiltIn,2,461.0,0,305124
375,40,RL,23779,Reg,Gilbert,1Fam,1Story,2,5,1969,1995,Gable,VinylSd,0.0,986.0,Gd,1,0,2,1229,2,Attchd,3,685.0,0,221886
376,50,RL,5521,IR1,Gilbert,1Fam,1Story,7,9,1911,1933,Gable,VinylSd,0.0,1679.0,Gd,0,0,0,1787,0,Attchd,3,654.0,0,275660
377,30,RL,12533,Reg,NWAmes,1Fam,2Story,4,3,1901,1906,Gable,VinylSd,200.0,926.0,TA,1,0,1,1884,1,Detchd,2,405.0,0,212788
378,120,FV,8881,Reg,Edwards,1Fam,1Story,1,7,1906,1917,Gable,Wd Sdng,0.0,581.0,Ex,2,0,4,1543,1,Attchd,2,471.0,0,154372
379,120,RL,24219,Reg,Somerst,1Fam,1Story,4,8,1979,1981,Gable,VinylSd,0.0,556.0,TA,0,0,4,2041,0,None,2,365.0,0,241937
380,50,RL,5409,Reg,Gilbert,1Fam,2Story,6,5,1902,1931,Gable,HdBoard,300.0,767.0,Ex,0,1,1,1207,0,Attchd,0,0.0,0,190636
381,90,RL,5324,IR1,Edwards,1Fam,2Story,7,3,2008,2010,Gable,MetalSd,300.0,801.0,Ex,0,0,4,1639,0,Detchd,2,539.0,0,257027
382,85,RL,6004,Reg,Gilbert,1Fam,1Story,7,6,1902,1931,Gable,VinylSd,200.0,715.0,Gd,0,0,1,1442,0,Attchd,2,498.0,0,234824
383,40,RL,2801,IR1,CollgCr,1Fam,2Story,7,3,1926,1948,Gable,BrkFace,0.0,945.0,TA,2,0,5,1640,1,Detchd,1,222.0,0,248731
384,180,RL,6229,IR1,NridgHt,1Fam,2Story,3,9,2006,2006,Gable,VinylSd,0.0,708.0,Fa,1,0,0,2790,0,BuiltIn,2,573.0,0,294728
385,80,FV,5543,Reg,OldTown,TwnhsE,1Story,6,2,1939,1947,Gable,MetalSd,100.0,993.0,TA,2,1,0,2807,0,Detchd,2,418.0,0,272603
386,90,RL,8735,Reg,SawyerW,1Fam,1Story,8,3,2001,2010,Gable,MetalSd,0.0,729.0,Ex,1,0,0,2646,1,Detchd,0,0.0,0,308766
387,20,RL,9613,Reg,Edwards,Twnhs,1.5Fin,4,7,1932,1953,Gable,VinylSd,0.0,1155.0,Ex,2,1,1,1573,0,Attchd,3,681.0,0,214636
388,190,RL,20704,IR1,NWAmes,Twnhs,1Story,8,8,1991,1996,Gambrel,VinylSd,0.0,793.0,Ex,3,0,1,2373,1,BuiltIn,0,0.0,0,291605
389,190,RL,13032,Reg,Somerst,1Fam,1Story,2,5,1900,1910,Hip,VinylSd,500.0,1478.0,Ex,3,1,3,1870,0,Detchd,1,293.0,0,221279
390,45,RL,6072,Reg,NWAmes,1Fam,1Story,10,5,1907,1909,Gable,BrkFace,0.0,1165.0,Ex,3,0,4,1832,1,BuiltIn,2,519.0,0,291596
391,85,RL,5170,Reg,SawyerW,1Fam,2Story,9,5,2000,2003,Mansard,HdBoard,100.0,970.0,Ex,3,1,4,1766,2,Detchd,2,430.0,0,316605
392,60,RL,10362,IR3,SawyerW,1Fam,2Story,9,4,1931,1959,Flat,HdBoard,0.0,826.0,Ex,0,0,3,3064,0,Attchd,2,498.0,0,345682
393,180,RL,4187,Reg,SawyerW,Duplex,1Story,8,9,1947,1973,Gable,MetalSd,100.0,489.0,TA,0,0,3,2723,1,Detchd,2,407.0,0,309016
394,80,RL,20246,Reg,SawyerW,1Fam,1Story,10,6,2006,2010,Gable,Wd Sdng,100.0,1580.0,Gd,2,1,0,2260,0,Attchd,2,506.0,0,342210
395,40,RH,14613,Reg,Gilbert,Twnhs,1Story,10,8,2000,2010,Hip,VinylSd,0.0,683.0,TA,2,1,3,1717,1,Detchd,2,248.0,0,327267
396,190,RM,6408,IR1,Sawyer,1Fam,1Story,1,8,1903,1931,Gable,VinylSd,0.0,931.0,Ex,3,0,1,1829,1,Attchd,1,179.0,0,165601
397,180,RL,3440,IR1,Somerst,1Fam,2Story,2,5,1993,1998,Gable,VinylSd,200.0,1030.0,Ex,1,0,2,2119,0,Attchd,2,518.0,0,245048
398,40,RL,15945,IR1,Somerst,1Fam,1Story,6,9,1969,1969,Gable,MetalSd,0.0,834.0,Ex,3,0,1,1546,1,None,2,420.0,0,240235
399,180,RL,7652,IR1,OldTown,1Fam,1Story,10,2,2009,2010,Gable,VinylSd,200.0,1543.0,Ex,2,1,3,2395,0,BuiltIn,2,456.0,0,351359
400,120,RL,15046,Reg,NridgHt,1Fam,1Story,5,8,1918,1925,Gable,VinylSd,100.0,550.0,Gd,3,0,4,1371,2,BuiltIn,1,166.0,0,195819
401,50,RL,3651,Reg,CollgCr,1Fam,1Story,9,3,1931,1955,Gable,VinylSd,0.0,1796.0,Ex,2,0,1,2033,0,Detchd,2,587.0,0,319116
402,70,RL,6004,IR1,OldTown,TwnhsE,SFoyer,5,7,1908,1913,Gable,MetalSd,0.0,1174.0,TA,3,1,4,909,1,Detchd,1,267.0,0,170381
403,190,RL,8124,Reg,CollgCr,1Fam,1.5Fin,2,9,1911,1927,Gable,MetalSd,0.0,813.0,TA,1,1,1,1532,0,Detchd,0,0.0,0,137415
404,160,FV,8295,Reg,Sawyer,2fmCon,2.5Unf,10,5,1910,1928,Hip,VinylSd,100.0,817.0,Ex,3,1,4,3372,1,Attchd,2,407.0,0,377307
405,50,FV,6470,IR1,Edwards,Duplex,2Story,4,8,1945,1945,Gable,VinylSd,0.0,369.0,Ex,1,1,5,2467,2,BuiltIn,3,783.0,0,272475
406,190,RL,11063,IR1,SawyerW,1Fam,2Story,9,4,1915,1929,Gable,VinylSd,500.0,0.0,Fa,1,1,1,2865,1,BuiltIn,1,299.0,0,297254
407,90,RL,4751,IR3,Sawyer,1Fam,2Story,1,1,1900,1912,Gable,VinylSd,500.0,779.0,Gd,2,0,4,1480,0,Detchd,0,0.0,0,115798
408,75,RL,7546,IR3,Sawyer,1Fam,2Story,1,1,1962,1982,Gable,VinylSd,0.0,963.0,Gd,1,0,2,1865,1,BuiltIn,1,306.0,0,199729
409,50,RL,8605,Reg,Sawyer,1Fam,1Story,7,6,2008,2010,Flat,VinylSd,0.0,1485.0,TA,0,1,0,2656,0,Attchd,1,183.0,0,295153
410,70,RL,10479,IR1,Sawyer,1Fam,1Story,3,8,1920,1949,Gable,HdBoard,0.0,2028.0,Ex,0,0,1,2186,0,Attchd,0,0.0,0,226021
411,60,FV,11565,Reg,Sawyer,1Fam,1Story,10,2,1929,1930,Gable,MetalSd,400.0,1001.0,Ex,0,1,2,2106,0,None,2,344.0,0,302341
412,160,C (all),4617,IR1,NWAmes,Twnhs,2.5Unf,2,4,1912,1914,Gable,VinylSd,0.0,974.0,Ex,2,0,0,2948,0,Attchd,2,475.0,0,276155
413,85,RL,3762,Reg,CollgCr,1Fam,2.5Unf,9,3,1933,1941,Gable,VinylSd,0.0,0.0,Ex,0,0,1,1323,1,Detchd,1,227.0,0,224902
414,190,RM,15349,Reg,NWAmes,1Fam,2Story,3,9,1903,1929,Gable,VinylSd,100.0,452.0,Ex,2,1,2,1710,0,Attchd,0,0.0,0,154732
415,150,RL,9567,IR2,Sawyer,2fmCon,1.5Fin,2,3,1927,1942,Gable,VinylSd,0.0,704.0,Ex,2,1,2,1068,1,Detchd,2,504.0,0,157868
416,30,RL,5573,Reg,SawyerW,1Fam,1Story,8,8,2001,2010,Gable,BrkFace,0.0,826.0,TA,0,0,5,1301,0,Detchd,1,269.0,0,235516
417,40,RL,17598,IR1,NAmes,1Fam,1Story,10,7,1994,2006,Gable,BrkFace,0.0,1326.0,Gd,1,1,2,2495,0,Detchd,3,476.0,0,351330
418,90,RL,8585,Reg,Somerst,1Fam,1Story,6,1,1958,1976,Hip,VinylSd,100.0,1105.0,Ex,3,1,5,1373,1,Attchd,0,0.0,0,217979
419,90,FV,14612,Reg,CollgCr,1Fam,2Story,6,8,1926,1952,Gable,Wd Sdng,0.0,981.0,Ex,2,0,3,2254,0,Attchd,3,758.0,0,285057
420,45,RM,8381,Reg,SawyerW,1Fam,1.5Fin,10,9,1968,1985,Gable,VinylSd,0.0,711.0,Gd,0,0,4,2973,0,Detchd,3,603.0,0,352714
421,50,RL,22705,Reg,Somerst,Twnhs,1Story,7,8,1924,1944,Hip,VinylSd,300.0,406.0,Ex,2,1,0,1714,0,BuiltIn,1,188.0,0,220054
422,80,RM,19490,Reg,Sawyer,1Fam,1.5Fin,7,1,1902,1913,Hip,HdBoard,0.0,,TA,1,1,4,2113,1,Attchd,0,0.0,0,209349
423,60,RH,7154,Reg,NWAmes,1Fam,SFoyer,6,7,1996,2010,Gable,VinylSd,100.0,461.0,TA,1,0,4,2259,1,Attchd,2,336.0,0,282760
424,20,RL,13171,IR1,NWAmes,1Fam,1Story,4,9,1967,1995,Gambrel,MetalSd,0.0,798.0,Gd,0,1,5,1253,0,Attchd,2,415.0,0,187108
425,40,RL,11189,Reg,NAmes,1Fam,2Story,9,5,1924,1935,Gable,Wd Sdng,0.0,1336.0,Ex,2,1,4,1502,0,BuiltIn,1,233.0,0,285794
426,70,RL,16063,Reg,NridgHt,TwnhsE,2Story,6,2,1919,1919,Gable,Wd Sdng,0.0,0.0,TA,3,0,2,1337,1,Detchd,2,394.0,0,197265
427,75,RH,5001,IR2,Sawyer,1Fam,1Story,4,8,1933,1952,Gable,BrkFace,0.0,1233.0,Ex,3,1,5,1539,2,None,2,502.0,0,213445
428,70,RL,11418,Reg,SawyerW,1Fam,2Story,3,9,1925,1932,Gable,HdBoard,0.0,730.0,Ex,2,0,4,2241,0,Attchd,3,591.0,0,209239
429,50,RL,13755,Reg,OldTown,Twnhs,1.5Fin,4,7,1904,1920,Gable,HdBoard,0.0,1418.0,Ex,2,0,5,1512,1,Attchd,3,829.0,0,235895
430,180,RL,3363,IR1,Gilbert,1Fam,2Story,3,5,1998,2010,Gable,MetalSd,0.0,618.0,TA,2,1,3,1789,0,Detchd,0,0.0,0,223191
431,85,RM,4484,IR1,OldTown,1Fam,SFoyer,2,8,1960,1987,Gable,VinylSd,0.0,1263.0,Ex,0,1,5,1322,0,Attchd,3,740.0,0,215237
432,75,FV,2923,IR1,NWAmes,1Fam,1Story,5,6,1991,2010,Hip,HdBoard,0.0,459.0,TA,1,1,1,2612,0,Attchd,2,499.0,0,261204
433,190,RL,7081,IR3,OldTown,1Fam,2Story,2,4,1992,2010,Gable,BrkFace,0.0,560.0,Ex,3,0,2,1535,1,Attchd,0,0.0,0,178074
434,80,RL,11600,Reg,CollgCr,1Fam,1Story,6,1,1908,1914,Gable,MetalSd,0.0,1738.0,Ex,0,0,0,2855,0,Attchd,0,0.0,0,308780
435,70,FV,17174,IR3,NWAmes,1Fam,1Story,3,6,2001,2009,Gable,BrkFace,100.0,827.0,Gd,2,0,1,1841,2,Attchd,1,234.0,0,210472
436,90,RL,8408,IR2,Sawyer,1Fam,1Story,6,8,1949,1965,Gable,VinylSd,0.0,683.0,Ex,2,0,1,1185,0,Attchd,3,668.0,0,228230
437,80,FV,18293,IR1,Sawyer,1Fam,1Story,10,3,1905,1931,Gable,VinylSd,0.0,1395.0,Ex,1,0,1,1717,0,Attchd,0,0.0,0,257268
438,20,RL,4064,Reg,CollgCr,Duplex,2Story,9,7,1982,1991,Gable,VinylSd,200.0,1461.0,Ex,2,0,4,1314,1,Attchd,2,421.0,0,280002
439,160,RL,3457,IR1,Gilbert,1Fam,1Story,1,7,1959,1962,Gable,MetalSd,0.0,754.0,Ex,0,0,5,2157,0,Detchd,0,0.0,0,188334
440,80,RL,7881,Reg,Somerst,1Fam,1Story,6,9,1943,1964,Gable,HdBoard,0.0,1003.0,Ex,0,1,5,1671,0,Attchd,0,0.0,0,234904
441,40,RL,9818,IR1,CollgCr,Duplex,1Story,9,1,1910,1935,Gable,VinylSd,0.0,948.0,Gd,1,0,4,1898,0,Attchd,1,161.0,0,285508
442,60,FV,7971,Reg,Somerst,1Fam,1.5Fin,4,5,1965,1971,Gable,BrkFace,400.0,289.0,Gd,0,0,2,1618,0,Attchd,2,498.0,0,195791
443,75,RH,2882,IR1,Edwards,1Fam,2Story,2,8,1946,1952,Gable,Wd Sdng,0.0,513.0,Fa,3,0,4,1530,0,Attchd,2,394.0,0,160340
444,40,RM,7749,Reg,NWAmes,1Fam,2Story,4,3,2007,2010,Gable,MetalSd,200.0,1308.0,Gd,0,0,4,1350,0,Detchd,3,619.0,0,220616
445,45,RL,4220,Reg,NAmes,2fmCon,1Story,1,5,2007,2010,Hip,HdBoard,200.0,643.0,Gd,0,0,4,2323,0,BuiltIn,2,414.0,0,233193
446,190,RL,11325,IR1,Gilbert,TwnhsE,SFoyer,3,1,1972,1997,Gable,VinylSd,0.0,1109.0,Gd,0,0,2,1716,0,Detchd,0,0.0,0,211638
447,190,RL,9733,Reg,NridgHt,1Fam,1Story,10,9,1984,2007,Hip,HdBoard,100.0,997.0,TA,3,1,2,1645,2,Attchd,2,485.0,0,326416
448,70,FV,5064,IR1,Gilbert,TwnhsE,2Story,9,4,1987,2010,Gable,VinylSd,0.0,1459.0,Ex,2,0,3,1703,0,Attchd,2,551.0,0,307326
449,120,RL,6267,Reg,Somerst,1Fam,2Story,10,5,1997,2004,Gable,VinylSd,0.0,520.0,Ex,0,1,3,1474,0,Attchd,0,0.0,0,265696
450,70,RH,4771,IR1,Edwards,Duplex,2Story,5,3,1985,2000,Gable,Wd Sdng,0.0,1051.0,TA,1,2,3,1646,2,None,1,224.0,0,240809
451,45,RH,7853,Reg,Somerst,1Fam,1Story,6,2,1902,1913,Gable,BrkFace,100.0,874.0,Ex,3,1,3,1923,1,Detchd,3,541.0,0,244798
452,80,RL,13063,Reg,NWAmes,1Fam,1Story,3,7,1975,1989,Hip,Wd Sdng,0.0,654.0,TA,1,0,5,1325,0,Attchd,3,722.0,0,206414
453,150,C (all),4949,Reg,Somerst,1Fam,1Story,5,5,1991,1998,Hip,Wd Sdng,0.0,652.0,Gd,0,1,1,1384,0,Attchd,1,306.0,0,212924
454,40,RH,10425,IR1,SawyerW,1Fam,2Story,8,3,1929,1950,Gable,HdBoard,200.0,983.0,Ex,1,0,1,2733,1,Attchd,0,0.0,0,297492
455,120,RM,6215,IR1,Sawyer,1Fam,2Story,6,2,1989,1997,Gable,VinylSd,100.0,1155.0,TA,0,0,3,1621,0,Attchd,3,614.0,0,274779
456,75,RL,5451,Reg,NridgHt,1Fam,1Story,4,6,1920,1922,Hip,BrkFace,400.0,920.0,Ex,3,1,3,1532,1,Detchd,1,197.0,0,185022
457,75,RM,7680,Reg,Edwards,1Fam,1.5Fin,2,6,1927,1948,Gable,MetalSd,0.0,932.0,Fa,1,1,0,1208,2,Attchd,1,200.0,0,165025
458,150,RL,4828,Reg,SawyerW,1Fam,1Story,9,3,1989,2009,Hip,VinylSd,0.0,735.0,Fa,1,0,1,2333,1,Detchd,1,110.0,0,292189
459,45,RL,6143,IR1,Somerst,1Fam,SFoyer,1,9,1961,1976,Hip,MetalSd,0.0,0.0,Gd,0,0,0,1317,0,Attchd,3,708.0,0,133867
460,190,RL,4451,IR1,NridgHt,1Fam,1Story,1,1,1932,1946,Gable,VinylSd,200.0,653.0,Ex,0,0,0,1799,1,Attchd,3,558.0,0,184476
461,70,RL,21641,Reg,Gilbert,1Fam,2Story,4,3,1984,2007,Gable,VinylSd,0.0,729.0,Ex,2,0,4,1083,1,Attchd,3,466.0,0,184186
462,45,FV,8247,Reg,OldTown,Twnhs,2Story,7,1,1934,1937,Gable,VinylSd,300.0,1138.0,Gd,0,0,5,2311,1,Detchd,3,750.0,0,301317
463,150,RL,5710,Reg,SawyerW,1Fam,1Story,1,7,1951,1970,Gable,VinylSd,0.0,1191.0,TA,0,2,2,2573,1,Attchd,2,353.0,0,255909
464,120,RL,9018,IR1,OldTown,1Fam,1Story,9,2,1933,1961,Gable,HdBoard,300.0,538.0,Ex,2,1,1,2090,1,Attchd,1,206.0,0,277668
